All Members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"December 6, 2024",,,,,,,,,,,,Last Increase,,52 Week Range,,Dividend Growth,,,,Trailing Total Returns,,,,,,,Performance,,Profitability,,,Financial Strength,,,Valuation,,,,

Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
TFII,TFI International Inc.,,Industrials,9,152.75,1.18,1.31,0.45,4,1.80,0.400,31/12/2024,15/1/2025,111.72,162.13,42.86,29.68,22.71,14.17,8.11,11.63,Above Fair Value,1,Blended,Ex-date,24,-9.10,10.38,5.68,13.03,17.49,0.99,0.54,8.97,24.66,4.22,3.20,,Road and Rail

TGT,Target Corporation,,Consumer Discretionary,57,129.17,3.47,2.46,1.12,4,4.48,1.100,21/8/2024,10/9/2024,120.21,181.86,1.85,14.56,11.37,9.34,45.42,-9.73,In the Margin of Safety,-21,Blended,Ex-date,15,20.21,0.64,4.07,15.96,32.37,0.95,0.58,11.51,15.94,4.79,1.87,,Multiline Retail

THFF,First Financial Corporation,,Financials,36,49.67,3.62,2.90,0.45,4,1.80,,,,34.58,51.87,25.00,8.40,5.56,3.37,34.24,4.57,In the Margin of Safety,-7,Blended,Pay date excl. specials,9,-31.76,-11.09,22.86,5.46,8.39,0.03,0.00,,11.91,0.92,59.24,,Banks

THG,"The Hanover Insurance Group, Inc.",,Financials,20,164.26,2.19,2.51,0.9,4,3.60,0.850,13/12/2024,27/12/2024,119.36,166.13,4.94,6.69,7.22,8.68,37.01,7.18,At Fair Value,0,Blended,Ex-date excl. specials,9,0.00,4.02,5.93,19.12,14.63,0.38,0.22,9.73,14.54,1.86,2.75,,Insurance

THO,"Thor Industries, Inc.",,Consumer Discretionary,16,104.06,1.92,1.83,0.5,4,2.00,0.480,1/11/2024,15/11/2024,88.37,129.31,6.67,5.40,4.25,7.64,17.72,-1.70,At Fair Value,0,Blended,Adjusted ex-date excl. specials,6,-27.73,-7.89,2.17,9.72,5.25,1.71,0.22,3.93,26.37,1.37,5.52,,Automobiles

TKR,The Timken Company,,Industrials,11,76.11,1.79,1.86,0.34,4,1.36,0.330,13/5/2024,28/5/2024,72.35,94.71,4.69,4.33,3.66,3.18,16.62,10.70,At Fair Value,0,Blended,Ex-date,5,-19.42,-3.56,7.42,6.06,12.74,3.01,0.44,7.05,17.41,2.02,4.85,,Machinery

TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,,Communication Services,5,17.16,6.48,4.36,1.112,1,1.11,1.111,17/5/2024,10/6/2024,15.79,26.85,0.10,8.01,7.56,4.78,-13.07,-3.81,In the Margin of Safety,-29,Blended,Ex-date excl. specials,14,-4.45,0.36,15.05,643.63,19.55,0.70,0.33,12.33,0.09,0.02,0.04,,Diversified Telecommunication Services

TMO,Thermo Fisher Scientific Inc.,,Health Care,7,520.86,0.30,0.23,0.39,4,1.56,0.350,14/3/2024,15/4/2024,488.02,627.88,12.60,14.98,15.49,9.75,22.54,2.94,In the Margin of Safety,-3,Blended,Ex-date,16,4.48,-2.42,14.48,23.76,12.95,1.63,0.42,5.58,38.36,4.80,3.12,,Life Sciences Tools and Services

TMP,Tompkins Financial Corporation,,Financials,38,76.44,3.24,3.72,0.62,4,2.48,0.610,8/11/2024,15/11/2024,43.09,79.01,0.84,3.87,3.89,4.23,23.69,-7.20,At Fair Value,0,Blended,Ex-date excl. specials,7,376.09,30.04,23.12,6.38,9.95,0.03,0.00,,12.41,1.15,-5.49,,Banks

TNC,Tennant Company,,Industrials,52,85.64,1.38,1.42,0.295,4,1.18,0.280,29/11/2024,16/12/2024,82.54,124.11,5.67,6.78,4.95,3.96,31.00,10.59,In the Margin of Safety,-13,Blended,Ex-date,6,4.26,3.77,8.52,6.20,18.10,2.18,0.28,9.93,16.65,2.81,0.85,,Machinery

TOWN,TowneBank,,Financials,13,37.4,2.67,3.46,0.25,4,1.00,0.230,29/6/2023,14/7/2023,25.70,38.28,4.17,9.58,8.02,9.07,49.14,5.53,Above Fair Value,3,Blended,Ex-date excl. specials,11,-13.90,-2.69,22.23,1.12,7.23,0.11,0.00,,16.58,1.15,30.07,,Banks

TPB,"Turning Point Brands, Inc.",,Consumer Staples,7,64.01,0.44,0.81,0.07,4,0.28,0.065,21/3/2024,12/4/2024,21.98,66.18,7.85,8.56,8.85,,88.59,-2.39,Above Fair Value,42,Blended,Ex-date,9,292.42,0.28,11.61,4.32,28.95,4.21,0.59,11.68,16.05,4.12,1.44,,Tobacco

TR,"Tootsie Roll Industries, Inc.",,Consumer Staples,58,33.14,1.09,1.14,0.09,4,0.36,0.087,20/6/2024,8/7/2024,27.58,34.80,3.00,3.00,3.00,4.22,8.07,4.70,At Fair Value,0,Blended,Ex-date excl. specials,4,7.81,-4.56,12.89,1.76,11.20,3.59,0.02,8.24,23.61,2.54,2.41,,Food Products

TRN,"Trinity Industries, Inc.",,Industrials,14,37.35,3.00,3.67,0.28,4,1.12,0.260,11/1/2024,31/1/2024,23.40,38.69,8.92,10.29,12.89,12.97,49.31,12.90,In the Margin of Safety,-6,Blended,Ex-date,16,110.09,16.97,5.31,5.63,15.99,2.21,0.82,3.96,15.08,2.71,0.95,,Machinery

TRNO,Terreno Realty Corporation,,Real Estate,14,59.78,3.28,2.56,0.49,4,1.96,0.450,30/9/2024,11/10/2024,53.78,71.63,11.52,5.89,13.90,13.26,21.13,4.61,In the Margin of Safety,-9,Blended,Declaration date,17,-4.70,16.70,45.42,2.40,5.22,2.33,0.16,2.33,37.25,1.83,3.06,,Equity Real Estate Investment Trusts (REITs)

TROW,"T. Rowe Price Group, Inc.",,Financials,38,124.69,3.98,3.69,1.24,4,4.96,1.220,14/3/2024,28/3/2024,97.50,124.95,1.65,6.07,10.64,11.26,8.61,-14.41,In the Margin of Safety,-4,Blended,Ex-date excl. specials,15,30.03,8.97,30.36,8.12,20.50,1.91,0.04,12.01,11.91,2.37,4.28,,Capital Markets

TRV,"The Travelers Companies, Inc.",,Financials,22,263.26,1.60,2.38,1.05,4,4.20,1.000,10/6/2024,28/6/2024,180.44,269.56,6.22,5.83,5.22,6.92,46.16,17.96,Above Fair Value,1,Blended,Declaration date,7,110.03,13.15,10.02,39.90,19.06,0.34,0.23,11.77,11.87,1.92,0.70,,Insurance

TSBK,"Timberland Bancorp, Inc.",,Financials,12,33.06,3.02,3.34,0.25,4,1.00,0.240,15/11/2024,29/11/2024,23.93,33.98,4.40,4.61,10.38,19.50,15.61,5.02,At Fair Value,0,Blended,Ex-date excl. specials,13,-8.93,-4.18,32.75,3.80,10.15,0.12,0.00,,10.02,0.99,11.04,,Thrifts and Mortgage Finance

TSCO,Tractor Supply Company,,Consumer Discretionary,15,282.47,1.56,1.45,1.1,4,4.40,1.030,23/2/2024,12/3/2024,207.00,307.64,7.99,30.24,26.82,22.27,45.83,14.81,At Fair Value,0,Blended,Ex-date,28,0.20,-0.90,7.54,12.07,50.59,1.49,0.70,12.61,27.71,13.37,1.58,,Specialty Retail

TSN,"Tyson Foods, Inc.",,Consumer Staples,13,63.7,3.14,3.00,0.5,4,2.00,0.490,29/11/2024,13/12/2024,49.92,66.88,2.09,3.27,5.50,20.65,22.24,-6.16,In the Margin of Safety,-4,Blended,Ex-date excl. specials,9,0.00,0.81,1.51,7.32,4.48,2.04,0.37,3.85,26.42,1.16,-1.64,,Food Products

TTC,The Toro Company,,Industrials,21,86.09,1.67,1.41,0.36,4,1.44,0.340,26/12/2023,11/1/2024,77.15,102.00,34.85,31.24,10.11,16.11,6.43,-2.32,In the Margin of Safety,-11,Blended,Ex-date,12,6.25,-5.30,8.90,4.63,25.65,1.95,0.41,12.45,23.72,5.73,2.88,,Machinery

TTEK,"Tetra Tech, Inc.",,Industrials,10,42.94,0.54,0.60,0.058,4,0.23,0.052,17/5/2024,31/5/2024,31.61,51.20,12.25,14.13,15.30,22.90,56.00,17.16,At Fair Value,0,Blended,Ex-date,16,21.32,15.22,7.72,1.35,20.63,1.26,0.36,12.00,37.22,6.79,1.82,,Commercial Services and Supplies

TXN,Texas Instruments Incorporated,,Information Technology,21,192.99,2.82,2.66,1.36,4,5.44,1.300,31/10/2024,12/11/2024,154.68,220.39,4.84,8.43,11.05,15.80,33.96,5.40,At Fair Value,0,Blended,Ex-date,14,-30.32,-13.26,31.61,6.86,29.30,4.31,0.46,11.49,38.10,10.91,-193.01,,Semiconductors and Semiconductor Equipment

TXNM,"PNM Resources, Inc.",,Utilities,13,50.15,3.25,3.07,0.408,4,1.63,0.388,31/1/2025,14/2/2025,34.63,50.26,5.52,5.86,6.16,7.83,2.03,-0.80,At Fair Value,0,Blended,Ex-date,9,10.10,-9.35,9.25,5.45,8.00,0.37,0.69,2.69,22.26,1.61,0.00,,Electric Utilities

UBCP,"United Bancorp, Inc.",,Financials,11,13.92,5.17,4.68,0.18,4,0.72,0.178,10/12/2024,20/12/2024,10.81,15.50,6.11,6.37,5.38,8.07,22.13,2.78,At Fair Value,0,Blended,Ex-date excl. specials,11,-11.77,-3.37,27.18,1.82,13.46,0.07,0.00,,9.61,1.17,1.51,,Banks

UBSI,"United Bankshares, Inc.",,Financials,50,41.6,3.56,4.73,0.37,4,1.48,0.360,7/12/2023,2/1/2024,30.68,44.43,2.78,1.87,1.71,1.47,40.35,4.95,At Fair Value,0,Blended,Ex-date,5,-7.67,-2.32,35.42,3.50,7.45,0.09,0.00,,14.01,1.01,18.44,,Banks

UCB,"United Community Banks, Inc.",,Financials,10,33.54,2.86,3.19,0.24,4,0.96,0.230,16/9/2024,4/10/2024,24.04,35.38,2.20,6.97,7.10,31.54,18.46,-0.95,At Fair Value,0,Blended,Ex-date,10,-29.17,-4.11,23.05,1.87,5.79,0.04,0.00,,18.98,1.05,-2.53,,Banks

UDR,"UDR, Inc.",,Real Estate,15,44.73,3.80,3.77,0.425,4,1.70,0.420,9/4/2024,30/4/2024,34.19,47.55,5.63,5.36,4.91,5.50,32.86,-1.46,At Fair Value,0,Blended,Ex-date,9,-72.87,0.06,7.61,2.61,2.85,0.46,0.57,1.70,121.49,4.32,-13.79,,Equity Real Estate Investment Trusts (REITs)

UFPI,"Universal Forest Products, Inc.",,Industrials,12,132.08,1.00,1.03,0.33,4,1.32,0.300,29/2/2024,15/3/2024,107.49,141.33,22.86,30.92,27.70,24.87,29.58,25.95,At Fair Value,0,Blended,Ex-date,29,-15.71,-11.74,6.71,12.65,14.72,4.32,0.12,9.66,17.96,2.52,0.85,,Building Products

UGI,UGI Corporation,,Utilities,37,28.03,5.35,4.79,0.375,4,1.50,0.360,14/6/2023,1/7/2023,21.51,30.49,2.05,3.58,5.55,6.62,15.89,-12.06,In the Margin of Safety,-23,Blended,Ex-date,11,0.00,-19.25,3.74,5.60,6.15,0.81,0.64,5.68,19.66,1.24,-8.32,,Gas Utilities

UHT,Universal Health Realty Income Trust,,Real Estate,39,40.29,7.30,5.98,0.735,4,2.94,0.730,16/12/2024,31/12/2024,32.28,47.30,1.40,1.42,1.44,1.49,21.59,-0.12,In the Margin of Safety,-20,Blended,Ex-date,9,4.07,3.44,18.19,3.21,9.27,8.87,0.68,4.04,34.75,3.49,57.34,,Equity Real Estate Investment Trusts (REITs)

UMBF,UMB Financial Corporation,,Financials,32,124.09,1.29,1.93,0.4,4,1.60,0.390,10/12/2024,2/1/2025,75.03,129.94,2.64,5.47,5.39,5.66,72.56,4.74,Above Fair Value,3,Blended,Ex-date excl. specials,7,2.91,7.93,25.75,7.75,12.37,0.20,0.00,,13.05,1.46,0.92,,Banks

UNF,UniFirst Corporation,,Industrials,7,196.38,0.71,0.64,0.35,4,1.40,0.330,6/12/2024,3/1/2025,149.58,208.20,6.46,9.70,24.02,24.30,22.82,-1.55,In the Margin of Safety,-11,Blended,Ex-date,25,40.51,8.71,6.00,15.83,7.08,3.26,0.04,5.72,24.34,1.68,-6.67,,Commercial Services and Supplies

UNH,UnitedHealth Group Incorporated,,Health Care,15,578.97,1.45,1.38,2.1,4,8.40,1.880,17/6/2024,25/6/2024,436.38,630.73,12.75,13.81,14.99,19.78,17.75,16.03,At Fair Value,0,Blended,Ex-date,16,-33.34,9.43,3.64,18.05,15.26,0.91,0.43,11.85,37.66,5.71,17.62,,Healthcare Providers and Services

UNM,Unum Group,,Financials,16,76.1,2.21,3.98,0.42,4,1.68,0.365,26/7/2024,16/8/2024,42.37,77.63,11.81,9.47,7.31,9.71,24.54,38.05,Above Fair Value,32,Blended,Ex-date,10,46.74,4.50,13.77,7.18,17.13,17.61,0.25,11.00,6.45,1.01,0.49,,Insurance

UNP,Union Pacific Corporation,,Industrials,18,234.63,2.28,2.27,1.34,4,5.36,1.300,30/8/2024,30/9/2024,218.55,258.66,0.78,8.70,8.23,11.25,23.68,10.40,At Fair Value,0,Blended,Ex-date,11,4.51,0.62,27.33,14.92,43.40,0.78,0.67,12.34,22.61,9.03,4.47,,Road and Rail

UNTY,"Unity Bancorp, Inc.",,Financials,11,45.24,1.15,1.89,0.13,4,0.52,0.120,14/3/2024,29/3/2024,25.33,48.22,8.52,14.48,11.20,21.50,48.04,15.34,Above Fair Value,31,Blended,Ex-date excl. specials,12,2.39,0.73,39.40,4.97,14.81,0.10,0.00,,8.62,1.20,0.67,,Banks

UPS,"United Parcel Service, Inc.",,Industrials,15,127.59,5.11,3.40,1.63,4,6.52,1.620,16/2/2024,8/3/2024,123.12,163.82,2.04,16.95,11.43,9.49,-8.40,-5.79,In the Margin of Safety,-15,Blended,Ex-date,17,-33.38,-2.57,6.25,10.77,31.43,1.15,0.61,12.04,20.60,6.90,7.48,,Air Freight and Logistics

USB,U.S. Bancorp,,Financials,14,52.12,3.84,4.47,0.5,4,2.00,0.490,30/9/2024,15/10/2024,37.81,53.98,2.61,4.63,5.19,7.57,44.76,-4.09,At Fair Value,0,Blended,Ex-date,9,-2.82,0.95,22.03,4.44,9.78,0.17,0.00,,14.01,1.38,-2.50,,Banks

UTL,Unitil Corporation,,Utilities,10,58.39,2.91,3.46,0.425,4,1.70,0.405,13/2/2024,29/2/2024,45.26,63.52,4.68,3.51,2.64,1.99,46.52,15.88,At Fair Value,0,Blended,Ex-date,6,5.49,-15.64,9.46,8.13,9.58,0.91,0.59,4.90,20.78,1.96,-109.99,,Multi-Utilities

UVV,Universal Corporation,,Consumer Staples,53,56.86,5.70,6.66,0.81,4,3.24,0.800,8/7/2024,5/8/2024,45.19,67.80,1.27,1.28,1.30,4.69,19.89,9.76,At Fair Value,0,Blended,Ex-date,7,5.47,6.41,4.31,-1.34,9.48,2.60,0.46,5.69,9.84,0.85,1.70,,Tobacco

V,Visa Inc.,,Information Technology,16,309.08,0.76,0.72,0.59,4,2.36,0.520,12/11/2024,2/12/2024,252.70,317.42,15.56,17.57,15.78,17.93,20.49,8.11,At Fair Value,0,Blended,Ex-date,17,15.81,10.03,54.96,10.61,50.71,1.29,0.36,24.74,26.60,14.19,1.88,,IT Services

VALU,"Value Line, Inc.",,Financials,10,50.55,2.37,2.59,0.3,4,1.20,0.280,26/4/2024,10/5/2024,36.00,58.45,9.44,10.49,8.27,6.82,9.39,13.15,At Fair Value,0,Blended,Ex-date excl. specials,11,8.76,-7.26,54.73,1.88,22.36,3.17,0.05,5.44,22.22,4.75,1.87,,Capital Markets

VCTR,"Victory Capital Holdings, Inc.",,Financials,5,67.28,2.62,2.54,0.44,4,1.76,0.410,9/12/2024,23/12/2024,32.41,73.42,18.60,49.44,95.70,,71.86,20.62,Above Fair Value,11,Blended,Ex-date,98,31.13,6.15,30.82,5.33,23.74,2.67,0.47,11.94,13.45,3.07,0.42,,Capital Markets

VICI,VICI Properties Inc.,,Real Estate,7,31.65,5.47,5.09,0.433,4,1.73,0.415,18/9/2024,3/10/2024,27.08,34.29,5.84,7.51,7.66,,20.97,11.07,At Fair Value,0,Blended,Ex-date,13,13.44,9.56,73.91,2.23,11.19,15.88,0.40,5.30,12.35,1.34,0.90,,Equity Real Estate Investment Trusts (REITs)

VMC,Vulcan Materials Company,,Materials,11,287.63,0.64,0.89,0.46,4,1.84,0.430,1/3/2024,18/3/2024,210.86,298.31,7.11,7.68,8.39,26.69,24.89,14.93,Above Fair Value,5,Blended,Ex-date,9,2.50,-3.67,11.43,10.96,11.14,2.86,0.34,7.19,38.89,4.21,5.48,,Construction Materials

VOYA,"Voya Financial, Inc.",,Financials,6,82.02,2.19,1.58,0.45,4,1.80,0.400,27/8/2024,26/9/2024,63.11,84.30,105.00,47.03,62.67,48.25,22.70,10.96,In the Margin of Safety,-20,Blended,Ex-date,65,-1.79,10.95,8.81,16.11,12.83,8.72,0.39,7.89,12.32,1.64,0.73,,Diversified Financial Services

VRSK,"Verisk Analytics, Inc.",,Industrials,6,288.9,0.54,0.61,0.39,4,1.56,0.340,14/3/2024,29/3/2024,217.34,296.59,13.54,9.83,15.03,,14.12,10.90,At Fair Value,0,Blended,Ex-date,16,21.22,7.16,32.65,7.98,265.61,0.82,0.92,21.84,41.22,126.47,2.28,,Professional Services

VRTS,"Virtus Investment Partners, Inc.",,Financials,7,247.61,3.63,2.74,2.25,4,9.00,1.900,31/10/2024,13/11/2024,190.42,263.39,15.16,32.33,28.14,32.67,7.41,-9.43,In the Margin of Safety,-11,Blended,Ex-date,32,-9.96,7.12,13.44,15.71,15.51,1.85,0.24,7.94,12.51,1.66,1.04,,Capital Markets

VST,Vistra Energy Corp.,,Utilities,6,160.88,0.55,2.57,0.222,4,0.89,0.220,20/12/2024,31/12/2024,36.17,168.67,35.23,22.77,23.62,,262.14,95.43,Above Fair Value,81,Blended,Ex-date,24,57.38,4.47,12.51,11.73,30.17,1.12,0.65,10.18,22.33,13.63,0.58,,Independent Power and Renewable Electricity Producers

VZ,Verizon Communications Inc.,,Communication Services,20,42.55,6.37,5.91,0.678,4,2.71,0.665,10/10/2024,1/11/2024,36.46,45.36,1.92,1.96,2.00,2.30,48.69,0.05,In the Margin of Safety,-10,Blended,Ex-date,8,-53.22,0.11,7.30,8.34,10.44,0.66,0.65,6.90,19.34,1.97,-1.98,,Diversified Telecommunication Services

WABC,Westamerica Bancorporation,,Financials,32,56.88,3.09,3.34,0.44,4,1.76,0.420,4/8/2023,18/8/2023,43.82,59.97,3.54,2.39,1.68,1.48,18.49,-1.02,In the Margin of Safety,-10,Blended,Ex-date,5,-9.12,-5.97,48.16,3.90,18.81,0.11,0.00,,9.01,1.46,0.68,,Banks

WAFD,"Washington Federal, Inc.",,Financials,14,35.82,2.90,3.37,0.26,4,1.04,0.250,22/2/2024,8/3/2024,25.79,38.62,4.05,4.22,5.45,9.65,40.89,3.78,At Fair Value,0,Blended,Fiscal year ex-date excl. specials,8,-32.95,0.45,28.42,5.92,7.38,0.12,0.00,,13.96,1.05,-15.52,,Thrifts and Mortgage Finance

WAL,Western Alliance Bancorporation,,Financials,5,91.96,1.65,2.24,0.38,4,1.52,0.370,15/11/2024,29/11/2024,53.75,98.10,2.78,10.40,42.72,,92.72,-5.19,Above Fair Value,9,Blended,Ex-date,44,-17.68,12.73,24.70,-16.40,11.58,0.09,0.00,,13.30,1.48,2.04,,Banks

WASH,"Washington Trust Bancorp, Inc.",,Financials,13,36.42,6.15,5.80,0.56,4,2.24,0.540,30/12/2022,6/1/2023,24.11,40.59,-25.00,-6.88,-3.04,3.69,29.74,-10.33,At Fair Value,0,Blended,Ex-date,3,-11.54,-5.34,24.18,2.97,9.79,0.05,0.00,,12.03,1.10,-1.50,,Banks

WCN,"Waste Connections, Inc.",,Industrials,14,190.3,0.66,0.70,0.315,4,1.26,0.285,7/11/2024,21/11/2024,137.25,194.83,11.77,11.61,12.24,14.04,34.11,13.21,At Fair Value,0,Blended,Ex-date,13,13.07,10.69,10.82,8.60,11.85,0.78,0.51,6.09,49.04,5.59,4.39,,Commercial Services and Supplies

WD,"Walker & Dunlop, Inc.",,Financials,7,107.85,2.41,2.53,0.65,4,2.60,0.630,29/2/2024,15/3/2024,87.21,118.19,3.62,11.53,17.54,,57.21,2.62,Above Fair Value,8,Blended,Ex-date,20,-19.91,-2.46,9.63,-2.11,5.11,1.65,0.51,,40.48,2.21,-3.08,,Thrifts and Mortgage Finance

WDFC,WD-40 Company,,Consumer Staples,15,275.66,1.28,1.47,0.88,4,3.52,0.830,18/1/2024,31/1/2024,211.03,292.36,6.12,7.68,7.93,10.07,28.77,5.35,At Fair Value,0,Blended,Pay date,9,5.79,9.93,11.80,6.80,31.61,2.47,0.31,17.93,51.34,15.45,10.44,,Household Products

WEC,"WEC Energy Group, Inc.",,Utilities,21,97.72,3.42,3.21,0.835,4,3.34,0.780,13/2/2024,1/3/2024,75.13,102.79,7.10,7.23,7.19,7.79,24.25,6.51,At Fair Value,0,Blended,Ex-date,11,-5.51,-7.59,15.15,9.85,10.53,0.66,0.61,4.35,23.51,2.52,7.04,,Multi-Utilities

WERN,"Werner Enterprises, Inc.",,Industrials,5,39.42,1.42,1.18,0.14,4,0.56,0.130,30/6/2023,19/7/2023,33.12,43.26,-22.23,1.64,9.24,7.71,0.19,-3.23,Above Fair Value,102,Blended,Ex-date excl. specials,11,-68.95,-6.79,1.49,6.00,2.98,1.53,0.34,2.12,52.82,1.65,-2.45,,Road and Rail

WGO,"Winnebago Industries, Inc.",,Consumer Discretionary,7,57.21,2.38,1.45,0.34,4,1.36,0.310,11/9/2024,25/9/2024,49.68,75.42,13.40,32.99,23.62,,-0.24,-5.45,In the Margin of Safety,-5,Blended,Declaration date,26,-93.76,-14.82,0.44,4.93,0.99,2.45,0.38,4.03,134.01,1.35,-3.95,,Automobiles

WHD,"Cactus, Inc.",,Energy,5,66.19,0.79,1.19,0.13,4,0.52,0.120,26/8/2024,12/9/2024,37.58,70.01,35.56,18.14,,,20.32,17.77,In the Margin of Safety,-7,Blended,Ex-date,,19.66,12.15,16.58,5.19,21.37,3.82,0.04,17.83,20.95,3.97,2.74,,Energy Equipment and Services

WING,Wingstop Inc.,,Consumer Discretionary,7,337.3,0.32,0.39,0.27,4,1.08,0.220,16/8/2024,6/9/2024,240.60,433.86,17.73,16.38,19.61,,132.02,38.64,At Fair Value,0,Blended,Ex-date excl. specials,20,48.93,34.99,17.06,6.40,,1.40,2.36,33.10,119.79,-26.87,3.12,,"Hotels, Restaurants and Leisure"

WKC,World Kinect Corporation,,Energy,6,28.75,2.37,2.01,0.17,4,0.68,0.140,22/3/2024,16/4/2024,20.00,31.71,16.08,12.22,15.23,15.80,41.29,-0.55,In the Margin of Safety,-15,Blended,Ex-date,18,27.80,-10.44,0.31,2.42,6.67,1.17,0.31,4.64,13.75,0.88,-46.22,,"Oil, Gas and Consumable Fuels"

WLK,Westlake Chemical Corporation,,Materials,20,123.54,1.70,1.40,0.525,4,2.10,0.500,20/8/2024,5/9/2024,118.64,162.64,28.90,22.29,14.87,14.36,22.29,19.70,At Fair Value,0,Blended,Ex-date excl. specials,17,-91.98,-6.89,0.81,11.32,1.26,2.79,0.33,3.14,199.01,1.82,-7.37,,Chemicals

WLY,"John Wiley & Sons, Inc.",,Communication Services,25,46.36,3.04,3.46,0.353,4,1.41,0.350,9/7/2024,25/7/2024,29.51,53.96,0.72,0.73,1.07,2.65,34.84,0.80,At Fair Value,0,Blended,Ex-date,4,0.00,-7.95,-6.00,3.68,-13.27,0.58,0.60,7.69,-23.87,3.64,0.00,,Media

WLYB,"John Wiley & Sons, Inc.",,Communication Services,25,46.05,3.06,3.43,0.353,4,1.41,0.350,9/7/2024,25/7/2024,29.71,52.90,0.72,0.73,1.07,2.65,29.22,-2.38,At Fair Value,0,Blended,Ex-date,4,0.00,-0.77,-2.89,5.14,-5.67,0.68,0.53,6.90,-32.82,2.00,0.00,,Media

WM,"Waste Management, Inc.",,Industrials,21,224.05,1.34,1.65,0.75,4,3.00,0.700,14/3/2024,28/3/2024,171.15,230.39,7.28,9.13,8.06,7.07,38.25,13.40,Above Fair Value,1,Blended,Ex-date,9,15.75,6.18,12.35,13.10,35.03,0.90,0.68,11.28,31.58,10.45,3.24,,Commercial Services and Supplies

WMB,"The Williams Companies, Inc.",,Energy,7,57.16,3.32,5.92,0.475,4,1.90,0.448,7/3/2024,25/3/2024,32.65,60.36,5.95,4.74,4.82,0.58,42.17,27.24,Above Fair Value,21,Blended,Ex-date,8,3.13,0.61,27.76,4.58,20.59,0.58,0.65,5.60,19.30,4.50,0.25,,"Oil, Gas and Consumable Fuels"

WMS,"Advanced Drainage Systems, Inc.",,Industrials,10,128.74,0.50,0.44,0.16,4,0.64,0.140,31/5/2024,14/6/2024,123.94,184.27,15.39,14.48,12.04,,38.62,13.76,In the Margin of Safety,-10,Blended,Ex-date excl. specials,13,6.30,2.94,16.90,7.85,40.60,3.20,0.50,17.20,24.79,8.16,0.00,,Building Products

WMT,Walmart Inc.,,Consumer Staples,51,95.3,0.87,1.46,0.208,4,0.83,0.190,14/3/2024,1/4/2024,49.85,95.60,7.38,3.64,2.93,2.47,53.52,22.03,Above Fair Value,48,Blended,Ex-date,4,21.26,5.49,2.92,4.93,22.65,0.85,0.40,11.55,33.53,7.48,4.30,,Food and Staples Retailing

WOR,"Worthington Industries, Inc.",,Materials,10,40.89,1.66,2.29,0.17,4,0.68,0.160,13/9/2024,27/9/2024,38.24,69.96,-35.20,-8.58,-2.73,2.55,-31.99,-5.88,Above Fair Value,35,Blended,Ex-date,-1,-60.71,270.20,3.26,5.50,2.30,3.47,0.27,0.10,78.48,2.56,-4.16,,Metals and Mining

WPC,W. P. Carey Inc.,,Real Estate,26,55.87,6.26,6.34,0.875,4,3.50,0.870,30/9/2024,15/10/2024,53.09,67.40,-18.78,-6.14,-3.44,-0.39,22.08,0.50,At Fair Value,0,Blended,Pay date excl. specials,3,-30.17,-7.89,35.17,8.18,6.30,1.99,0.49,2.91,24.56,1.59,10.02,,Equity Real Estate Investment Trusts (REITs)

WRB,W. R. Berkley Corporation,,Financials,22,63.61,0.13,0.65,0.08,1,0.08,0.073,24/6/2024,28/6/2024,45.75,65.49,9.53,11.34,10.44,9.44,37.21,23.24,Above Fair Value,24,Blended,Ex-date excl. specials,11,17.83,10.54,11.96,8.90,20.54,0.40,0.27,12.82,14.43,2.57,0.75,,Insurance

WSBC,"WesBanco, Inc.",,Financials,14,35.52,4.17,4.89,0.37,4,1.48,0.360,6/12/2024,2/1/2025,25.56,37.36,2.86,3.21,3.38,5.29,28.18,0.04,At Fair Value,0,Blended,Ex-date,8,-25.55,-4.80,24.14,3.15,5.22,0.06,0.00,,14.27,0.75,-1.97,,Banks

WSFS,WSFS Financial Corporation,,Financials,10,59.3,1.01,1.44,0.15,4,0.60,0.130,4/8/2022,19/8/2022,39.99,62.75,-20.00,6.27,5.46,14.14,41.65,1.23,Above Fair Value,13,Blended,Ex-date,6,-7.04,4.32,27.10,1.84,10.73,0.08,0.00,,11.62,1.13,1.48,,Thrifts and Mortgage Finance

WSM,"Williams-Sonoma, Inc.",,Consumer Discretionary,18,182.93,1.25,1.89,0.57,4,2.28,0.565,19/7/2024,23/8/2024,94.63,187.38,21.14,22.03,17.47,12.27,103.00,23.10,Above Fair Value,34,Blended,Ex-date,19,17.63,-5.01,14.55,10.99,58.87,1.35,0.41,26.76,15.71,8.76,0.51,,Specialty Retail

